edge_id,source,relation,target,weight,epistemic_class,evidence_ref,status,notes
EDGE-0240,FRC-14,may_increase,DEM-COG,2,D,TP-001 thesis / factor model,Não implica risco automaticamente.,
EDGE-0241,FRC-15,may_increase,DEM-COG,2,D,TP-001 thesis / factor model,Não implica risco automaticamente.,
EDGE-0242,FRC-16,may_increase,DEM-COG,2,D,TP-001 thesis / factor model,Não implica risco automaticamente.,
EDGE-0243,FRC-17,may_increase,DEM-COG,2,D,TP-001 thesis / factor model,Não implica risco automaticamente.,
EDGE-0244,FRC-18,may_increase,DEM-COG,2,D,TP-001 thesis / factor model,Não implica risco automaticamente.,
EDGE-0245,FRC-19,may_increase,DEM-COG,2,D,TP-001 thesis / factor model,Não implica risco automaticamente.,
EDGE-0246,FRC-20,may_increase,DEM-COG,2,D,TP-001 thesis / factor model,Não implica risco automaticamente.,
EDGE-0247,CORE-OBJECTIVE,frames,DEM-COG,3,D,TP-001 framework,DEFINED,
EDGE-0248,VULN-CONTEXT,interacts_with,DEM-COG,3,D,TP-001 framework,DEFINED,
EDGE-0249,DEM-COG,may_create,EXP-COG,3,D,TP-001 framework,DEFINED,
EDGE-0250,EXP-COG,may_contribute_to,RISK-POSSIBLE,3,D,TP-001 framework,DEFINED,
EDGE-0251,RISK-POSSIBLE,may_result_in,IMPACT-ERROR,2,D,TP-001 framework / operational impacts,DEFINED,
EDGE-0252,RISK-POSSIBLE,may_result_in,IMPACT-DELAY,2,D,TP-001 framework / operational impacts,DEFINED,
EDGE-0253,RISK-POSSIBLE,may_result_in,IMPACT-FORGET,2,D,TP-001 framework / operational impacts,DEFINED,
EDGE-0254,RISK-POSSIBLE,may_result_in,IMPACT-REWORK,2,D,TP-001 framework / operational impacts,DEFINED,
EDGE-0255,RISK-POSSIBLE,may_result_in,IMPACT-ABANDON,2,D,TP-001 framework / operational impacts,DEFINED,
EDGE-0256,RISK-POSSIBLE,may_result_in,IMPACT-CONTINUITY,2,D,TP-001 framework / operational impacts,DEFINED,
EDGE-0257,FRC-01,has_conceptual_solution,SOL-01,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0258,SOL-01,implemented_by_engine,ENGINE-CONTROL,3,D,TP-001 solution architecture,DEFINED,
EDGE-0259,FRC-02,has_conceptual_solution,SOL-02,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0260,SOL-02,implemented_by_engine,ENGINE-SCAN,3,D,TP-001 solution architecture,DEFINED,
EDGE-0261,FRC-03,has_conceptual_solution,SOL-03,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0262,SOL-03,implemented_by_engine,ENGINE-CONVERT,3,D,TP-001 solution architecture,DEFINED,
EDGE-0263,FRC-04,has_conceptual_solution,SOL-04,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0264,SOL-04,implemented_by_engine,ENGINE-CONVERT,3,D,TP-001 solution architecture,DEFINED,
EDGE-0265,FRC-05,has_conceptual_solution,SOL-05,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0266,SOL-05,implemented_by_engine,ENGINE-FOCUS,3,D,TP-001 solution architecture,DEFINED,
EDGE-0267,FRC-06,has_conceptual_solution,SOL-06,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0268,SOL-06,implemented_by_engine,ENGINE-CONVERT,3,D,TP-001 solution architecture,DEFINED,
EDGE-0269,FRC-07,has_conceptual_solution,SOL-07,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0270,SOL-07,implemented_by_engine,ENGINE-CONVERT,3,D,TP-001 solution architecture,DEFINED,
EDGE-0271,FRC-08,has_conceptual_solution,SOL-08,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0272,SOL-08,implemented_by_engine,ENGINE-CONVERT,3,D,TP-001 solution architecture,DEFINED,
EDGE-0273,FRC-09,has_conceptual_solution,SOL-09,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0274,SOL-09,implemented_by_engine,ENGINE-MAP,3,D,TP-001 solution architecture,DEFINED,
EDGE-0275,FRC-10,has_conceptual_solution,SOL-10,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0276,SOL-10,implemented_by_engine,ENGINE-REMEMBER,3,D,TP-001 solution architecture,DEFINED,
EDGE-0277,FRC-11,has_conceptual_solution,SOL-11,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0278,SOL-11,implemented_by_engine,ENGINE-REMEMBER,3,D,TP-001 solution architecture,DEFINED,
EDGE-0279,FRC-12,has_conceptual_solution,SOL-12,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0280,SOL-12,implemented_by_engine,ENGINE-SCAN,3,D,TP-001 solution architecture,DEFINED,
EDGE-0281,FRC-13,has_conceptual_solution,SOL-13,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0282,SOL-13,implemented_by_engine,ENGINE-CONTROL,3,D,TP-001 solution architecture,DEFINED,
EDGE-0283,FRC-14,has_conceptual_solution,SOL-14,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0284,SOL-14,implemented_by_engine,ENGINE-SCAN,3,D,TP-001 solution architecture,DEFINED,
EDGE-0285,FRC-15,has_conceptual_solution,SOL-15,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0286,SOL-15,implemented_by_engine,ENGINE-FOCUS,3,D,TP-001 solution architecture,DEFINED,
EDGE-0287,FRC-16,has_conceptual_solution,SOL-16,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0288,SOL-16,implemented_by_engine,ENGINE-REMEMBER,3,D,TP-001 solution architecture,DEFINED,
EDGE-0289,FRC-17,has_conceptual_solution,SOL-17,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0290,SOL-17,implemented_by_engine,ENGINE-MAP,3,D,TP-001 solution architecture,DEFINED,
EDGE-0291,FRC-18,has_conceptual_solution,SOL-18,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0292,SOL-18,implemented_by_engine,ENGINE-FOCUS,3,D,TP-001 solution architecture,DEFINED,
EDGE-0293,FRC-19,has_conceptual_solution,SOL-19,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0294,SOL-19,implemented_by_engine,ENGINE-SCAN,3,D,TP-001 solution architecture,DEFINED,
EDGE-0295,FRC-20,has_conceptual_solution,SOL-20,3,D,TP-001.FACTOR_SOLUTION_MATRIX.V1,"For 12 non-priority FRCs this is conceptual, not Scanner-authorized intervention.",
EDGE-0296,SOL-20,implemented_by_engine,ENGINE-CONTROL,3,D,TP-001 solution architecture,DEFINED,
EDGE-0297,FRC-03,mitigated_preventively_by,CTRL-FRC03-P,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0298,CTRL-FRC03-P,implemented_by,SOL-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0299,FRC-03,detected_by,CTRL-FRC03-D,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0300,CTRL-FRC03-D,implemented_by,SOL-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0301,FRC-03,corrected_by,CTRL-FRC03-C,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0302,CTRL-FRC03-C,implemented_by,SOL-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0303,SOL-03,produces_action,ACTION-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0304,SOL-03,measured_by,METRIC-03-01,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0305,METRIC-03-01,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0306,SOL-03,measured_by,METRIC-03-02,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0307,METRIC-03-02,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0308,SOL-03,measured_by,METRIC-03-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0309,METRIC-03-03,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0310,SOL-03,measured_by,METRIC-03-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0311,METRIC-03-04,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0312,SOL-03,supported_by_claim,CLAIM-02,3,D,TP-001 authorized claims,DEFINED,
EDGE-0313,CLAIM-02,supported_by,EVD-02,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0314,SOL-03,supported_by_claim,CLAIM-03,3,D,TP-001 authorized claims,DEFINED,
EDGE-0315,CLAIM-03,supported_by,EVD-03,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0316,FRC-04,mitigated_preventively_by,CTRL-FRC04-P,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0317,CTRL-FRC04-P,implemented_by,SOL-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0318,FRC-04,detected_by,CTRL-FRC04-D,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0319,CTRL-FRC04-D,implemented_by,SOL-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0320,FRC-04,corrected_by,CTRL-FRC04-C,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0321,CTRL-FRC04-C,implemented_by,SOL-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0322,SOL-04,produces_action,ACTION-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0323,SOL-04,measured_by,METRIC-04-01,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0324,METRIC-04-01,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0325,SOL-04,measured_by,METRIC-04-02,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0326,METRIC-04-02,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0327,SOL-04,measured_by,METRIC-04-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0328,METRIC-04-03,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0329,SOL-04,measured_by,METRIC-04-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0330,METRIC-04-04,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0331,SOL-04,supported_by_claim,CLAIM-03,3,D,TP-001 authorized claims,DEFINED,
EDGE-0332,CLAIM-03,supported_by,EVD-03,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0333,FRC-05,mitigated_preventively_by,CTRL-FRC05-P,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0334,CTRL-FRC05-P,implemented_by,SOL-05,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0335,FRC-05,detected_by,CTRL-FRC05-D,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0336,CTRL-FRC05-D,implemented_by,SOL-05,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0337,FRC-05,corrected_by,CTRL-FRC05-C,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0338,CTRL-FRC05-C,implemented_by,SOL-05,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0339,SOL-05,produces_action,ACTION-05,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0340,SOL-05,measured_by,METRIC-05-01,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0341,METRIC-05-01,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0342,SOL-05,measured_by,METRIC-05-02,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0343,METRIC-05-02,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0344,SOL-05,measured_by,METRIC-05-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0345,METRIC-05-03,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0346,SOL-05,measured_by,METRIC-05-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0347,METRIC-05-04,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0348,SOL-05,supported_by_claim,CLAIM-06,3,D,TP-001 authorized claims,DEFINED,
EDGE-0349,CLAIM-06,supported_by,EVD-06,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0350,SOL-05,supported_by_claim,CLAIM-07,3,D,TP-001 authorized claims,DEFINED,
EDGE-0351,CLAIM-07,supported_by,EVD-07,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0352,FRC-06,mitigated_preventively_by,CTRL-FRC06-P,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0353,CTRL-FRC06-P,implemented_by,SOL-06,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0354,FRC-06,detected_by,CTRL-FRC06-D,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0355,CTRL-FRC06-D,implemented_by,SOL-06,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0356,FRC-06,corrected_by,CTRL-FRC06-C,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0357,CTRL-FRC06-C,implemented_by,SOL-06,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0358,SOL-06,produces_action,ACTION-06,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0359,SOL-06,measured_by,METRIC-06-01,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0360,METRIC-06-01,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0361,SOL-06,measured_by,METRIC-06-02,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0362,METRIC-06-02,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0363,SOL-06,measured_by,METRIC-06-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0364,METRIC-06-03,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0365,SOL-06,measured_by,METRIC-06-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0366,METRIC-06-04,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0367,SOL-06,supported_by_claim,CLAIM-05,3,D,TP-001 authorized claims,DEFINED,
EDGE-0368,CLAIM-05,supported_by,EVD-05,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0369,FRC-07,mitigated_preventively_by,CTRL-FRC07-P,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0370,CTRL-FRC07-P,implemented_by,SOL-07,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0371,FRC-07,detected_by,CTRL-FRC07-D,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0372,CTRL-FRC07-D,implemented_by,SOL-07,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0373,FRC-07,corrected_by,CTRL-FRC07-C,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0374,CTRL-FRC07-C,implemented_by,SOL-07,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0375,SOL-07,produces_action,ACTION-07,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0376,SOL-07,measured_by,METRIC-07-01,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0377,METRIC-07-01,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0378,SOL-07,measured_by,METRIC-07-02,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0379,METRIC-07-02,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0380,SOL-07,measured_by,METRIC-07-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0381,METRIC-07-03,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0382,SOL-07,measured_by,METRIC-07-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0383,METRIC-07-04,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0384,SOL-07,supported_by_claim,CLAIM-04,3,D,TP-001 authorized claims,DEFINED,
EDGE-0385,CLAIM-04,supported_by,EVD-04,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0386,FRC-09,mitigated_preventively_by,CTRL-FRC09-P,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0387,CTRL-FRC09-P,implemented_by,SOL-09,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0388,FRC-09,detected_by,CTRL-FRC09-D,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0389,CTRL-FRC09-D,implemented_by,SOL-09,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0390,FRC-09,corrected_by,CTRL-FRC09-C,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0391,CTRL-FRC09-C,implemented_by,SOL-09,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0392,SOL-09,produces_action,ACTION-09,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0393,SOL-09,measured_by,METRIC-09-01,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0394,METRIC-09-01,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0395,SOL-09,measured_by,METRIC-09-02,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0396,METRIC-09-02,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0397,SOL-09,measured_by,METRIC-09-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0398,METRIC-09-03,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0399,SOL-09,measured_by,METRIC-09-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0400,METRIC-09-04,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0401,SOL-09,supported_by_claim,CLAIM-04,3,D,TP-001 authorized claims,DEFINED,
EDGE-0402,CLAIM-04,supported_by,EVD-04,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0403,SOL-09,supported_by_claim,CLAIM-05,3,D,TP-001 authorized claims,DEFINED,
EDGE-0404,CLAIM-05,supported_by,EVD-05,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0405,FRC-11,mitigated_preventively_by,CTRL-FRC11-P,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0406,CTRL-FRC11-P,implemented_by,SOL-11,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0407,FRC-11,detected_by,CTRL-FRC11-D,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0408,CTRL-FRC11-D,implemented_by,SOL-11,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0409,FRC-11,corrected_by,CTRL-FRC11-C,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0410,CTRL-FRC11-C,implemented_by,SOL-11,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0411,SOL-11,produces_action,ACTION-11,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0412,SOL-11,measured_by,METRIC-11-01,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0413,METRIC-11-01,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0414,SOL-11,measured_by,METRIC-11-02,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0415,METRIC-11-02,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0416,SOL-11,measured_by,METRIC-11-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0417,METRIC-11-03,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0418,SOL-11,measured_by,METRIC-11-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0419,METRIC-11-04,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0420,SOL-11,supported_by_claim,CLAIM-08,3,D,TP-001 authorized claims,DEFINED,
EDGE-0421,CLAIM-08,supported_by,EVD-08,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0422,FRC-15,mitigated_preventively_by,CTRL-FRC15-P,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0423,CTRL-FRC15-P,implemented_by,SOL-15,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0424,FRC-15,detected_by,CTRL-FRC15-D,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0425,CTRL-FRC15-D,implemented_by,SOL-15,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0426,FRC-15,corrected_by,CTRL-FRC15-C,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,Authorized for Scanner priority catalog.,
EDGE-0427,CTRL-FRC15-C,implemented_by,SOL-15,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0428,SOL-15,produces_action,ACTION-15,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0429,SOL-15,measured_by,METRIC-15-01,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0430,METRIC-15-01,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0431,SOL-15,measured_by,METRIC-15-02,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0432,METRIC-15-02,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0433,SOL-15,measured_by,METRIC-15-03,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0434,METRIC-15-03,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0435,SOL-15,measured_by,METRIC-15-04,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0436,METRIC-15-04,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0437,SOL-15,measured_by,METRIC-15-05,3,D,RC-SCAN-INTERVENTION-CATALOG-V1,DEFINED,
EDGE-0438,METRIC-15-05,feeds,FEEDBACK-TEST,2,D,RC-SCAN output/feedback,DEFINED,
EDGE-0439,SOL-15,supported_by_claim,CLAIM-09,3,D,TP-001 authorized claims,DEFINED,
EDGE-0440,CLAIM-09,supported_by,EVD-09,3,D,TP-001 evidence matrix,DEFINED,
EDGE-0441,CLAIM-01,governs_or_supports,FRC-01,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0442,CLAIM-01,governs_or_supports,FRC-02,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0443,CLAIM-01,governs_or_supports,FRC-03,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0444,CLAIM-01,governs_or_supports,FRC-04,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0445,CLAIM-01,governs_or_supports,FRC-05,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0446,CLAIM-01,governs_or_supports,FRC-06,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0447,CLAIM-01,governs_or_supports,FRC-07,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0448,CLAIM-01,governs_or_supports,FRC-08,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0449,CLAIM-01,governs_or_supports,FRC-09,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0450,CLAIM-01,governs_or_supports,FRC-10,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0451,CLAIM-01,governs_or_supports,FRC-11,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0452,CLAIM-01,governs_or_supports,FRC-12,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
